                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.589,                  2.087,                 1.3059,                0.46277,                0.59091,                0.48549,                0.23343,                  1.808,                 2.0579,                 1.3852,                0.00042,                0.00042,                0.00042
