                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6081,                  2.911,                 1.3075,                0.00343,                0.90909,                0.20827,                 0.0939,                 1.5696,                 3.2388,                 1.1483,                0.00042,                0.00042,                0.00042
                      2,                 1.4939,                 1.7052,                 1.1391,                0.46362,                0.13636,                0.20062,                0.10936,                 1.6436,                  3.189,                 1.2785,             0.00077486,             0.00077486,             0.00077486
