                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.67567,                0.38492,                0.93481,                0.86278,                0.93182,                0.94438,                0.56121,                 1.6054,                0.68747,                 1.6827,              0.0009968,              0.0009968,              0.0009968
                    154,                0.69945,                0.38974,                0.92255,                0.89637,                0.88636,                0.91503,                0.55869,                  1.569,                0.65501,                 1.6621,              0.0009902,              0.0009902,              0.0009902
                    155,                0.70798,                0.38764,                0.94063,                0.82415,                0.79545,                0.86824,                0.52339,                 1.5927,                0.71634,                 1.5878,              0.0009836,              0.0009836,              0.0009836
                    156,                0.70632,                0.39273,                0.96906,                0.91514,                0.88636,                0.89678,                 0.5459,                 1.5474,                0.65591,                 1.5999,               0.000977,               0.000977,               0.000977
                    157,                0.69357,                 0.3816,                0.93979,                 0.8979,                0.86364,                0.87712,                0.53753,                 1.5888,                0.67347,                 1.6244,              0.0009704,              0.0009704,              0.0009704
                    158,                0.66807,                0.39967,                0.92396,                0.92357,                0.88636,                0.92303,                0.54089,                 1.6149,                0.68529,                  1.601,              0.0009638,              0.0009638,              0.0009638
                    159,                 0.6677,                0.36523,                0.93869,                0.88841,                0.81818,                0.88226,                0.53652,                 1.6139,                0.66217,                 1.6123,              0.0009572,              0.0009572,              0.0009572
                    160,                0.67193,                0.37056,                0.93282,                0.90035,                0.82143,                0.89467,                0.53603,                 1.5688,                0.67738,                 1.6248,              0.0009506,              0.0009506,              0.0009506
                    161,                0.69296,                0.36734,                0.94316,                 0.9012,                0.82934,                0.88816,                0.53812,                 1.6141,                 0.6537,                 1.6068,               0.000944,               0.000944,               0.000944
                    162,                0.69901,                0.37941,                0.94125,                 0.8654,                0.90909,                0.89552,                0.51652,                 1.6018,                0.65128,                 1.6555,              0.0009374,              0.0009374,              0.0009374
                    163,                0.66423,                0.36011,                0.92519,                0.84829,                0.90909,                0.88734,                0.52077,                 1.5943,                0.66633,                 1.6816,              0.0009308,              0.0009308,              0.0009308
                    164,                 0.6467,                0.36969,                0.91846,                 0.8566,                0.86364,                0.87611,                0.54591,                  1.631,                0.66107,                 1.6765,              0.0009242,              0.0009242,              0.0009242
                    165,                0.68421,                0.37998,                0.93339,                0.90694,                0.88636,                0.89546,                0.52952,                 1.6372,                0.66296,                 1.6513,              0.0009176,              0.0009176,              0.0009176
                    166,                0.66472,                0.37903,                0.92439,                0.84707,                0.88129,                0.89881,                0.51838,                 1.6001,                0.68769,                 1.6689,               0.000911,               0.000911,               0.000911
                    167,                0.66654,                0.36461,                0.93015,                0.89256,                0.88636,                0.95802,                0.54384,                 1.5396,                0.65516,                 1.6472,              0.0009044,              0.0009044,              0.0009044
                    168,                 0.7071,                0.38563,                0.92194,                 0.8817,                0.93182,                0.95469,                0.55952,                 1.5252,                0.61408,                 1.6594,              0.0008978,              0.0008978,              0.0008978
                    169,                0.67825,                0.38428,                0.92581,                0.89921,                0.88636,                0.92555,                0.55904,                 1.5587,                0.67922,                 1.6719,              0.0008912,              0.0008912,              0.0008912
                    170,                0.67756,                0.37303,                0.93596,                0.85648,                0.94947,                0.95254,                 0.5432,                 1.5492,                0.60792,                 1.6602,              0.0008846,              0.0008846,              0.0008846
                    171,                0.66451,                0.37835,                0.91503,                0.84991,                0.93182,                0.94412,                 0.5697,                 1.5218,                0.61699,                 1.6493,               0.000878,               0.000878,               0.000878
                    172,                0.66071,                0.37424,                0.93251,                0.86159,                0.90909,                0.93525,                0.57602,                 1.5394,                0.59768,                 1.6426,              0.0008714,              0.0008714,              0.0008714
                    173,                0.62769,                0.36566,                0.91491,                0.90255,                0.86364,                0.94057,                0.56624,                 1.5517,                0.60605,                 1.6432,              0.0008648,              0.0008648,              0.0008648
                    174,                0.65179,                 0.3638,                0.92633,                0.79171,                0.90909,                0.92559,                0.54599,                 1.5545,                0.71172,                 1.6146,              0.0008582,              0.0008582,              0.0008582
                    175,                0.64818,                0.38191,                0.91381,                0.84945,                0.89777,                 0.9209,                0.53616,                 1.5099,                0.66453,                 1.6466,              0.0008516,              0.0008516,              0.0008516
                    176,                0.62318,                0.34815,                0.92039,                0.89764,                0.86364,                0.92534,                0.53796,                 1.5363,                0.67822,                 1.6463,               0.000845,               0.000845,               0.000845
                    177,                 0.6402,                0.35605,                0.91945,                0.81492,                0.90909,                0.89705,                0.53399,                 1.5695,                0.65564,                 1.6422,              0.0008384,              0.0008384,              0.0008384
                    178,                 0.6459,                0.36884,                0.93119,                0.84826,                0.90909,                0.90279,                0.51966,                 1.5957,                0.67029,                 1.6483,              0.0008318,              0.0008318,              0.0008318
                    179,                0.64148,                0.35593,                0.92011,                0.86677,                0.90909,                0.91905,                0.52787,                 1.6172,                0.66611,                 1.6497,              0.0008252,              0.0008252,              0.0008252
                    180,                 0.6454,                0.35439,                0.92512,                0.86917,                0.93182,                0.93789,                0.55005,                  1.582,                0.64333,                 1.6739,              0.0008186,              0.0008186,              0.0008186
                    181,                0.64864,                0.36678,                0.92928,                0.86529,                0.90909,                0.92467,                0.55689,                 1.5469,                0.65909,                 1.7004,               0.000812,               0.000812,               0.000812
                    182,                 0.6264,                0.35095,                 0.9134,                0.83431,                0.93182,                0.92709,                0.54777,                 1.5789,                0.65026,                 1.6997,              0.0008054,              0.0008054,              0.0008054
                    183,                0.65036,                0.36485,                0.93008,                0.87254,                0.88636,                0.92037,                0.54593,                 1.5813,                0.64514,                 1.7203,              0.0007988,              0.0007988,              0.0007988
                    184,                0.65735,                 0.3683,                0.91946,                0.90821,                0.93182,                 0.9463,                0.54815,                 1.5796,                0.62242,                 1.6982,              0.0007922,              0.0007922,              0.0007922
                    185,                0.65618,                0.36021,                0.91576,                0.92635,                0.85764,                0.91711,                0.53158,                 1.5581,                0.61093,                 1.6763,              0.0007856,              0.0007856,              0.0007856
                    186,                0.65321,                0.35826,                0.92315,                0.92083,                0.84091,                0.91613,                0.53358,                 1.5672,                0.62007,                 1.6397,               0.000779,               0.000779,               0.000779
                    187,                0.64737,                0.34794,                0.92402,                0.90104,                 0.8279,                0.92869,                 0.5516,                 1.5563,                0.62747,                 1.6514,              0.0007724,              0.0007724,              0.0007724
                    188,                0.62902,                0.35712,                0.91377,                0.88055,                0.88636,                0.92394,                0.57198,                 1.5245,                 0.6004,                 1.6143,              0.0007658,              0.0007658,              0.0007658
                    189,                  0.633,                0.34603,                0.93551,                0.88596,                0.88291,                0.92139,                0.56583,                 1.5089,                0.59422,                 1.6244,              0.0007592,              0.0007592,              0.0007592
                    190,                0.62117,                0.34206,                  0.923,                0.88057,                0.88636,                 0.9137,                 0.5535,                 1.5331,                0.61389,                 1.6431,              0.0007526,              0.0007526,              0.0007526
                    191,                0.63494,                0.35034,                0.92455,                 0.9039,                0.88636,                0.91711,                0.54862,                  1.542,                 0.6048,                 1.6701,               0.000746,               0.000746,               0.000746
                    192,                 0.6329,                0.36176,                0.90828,                0.88318,                0.88636,                0.91053,                0.53141,                 1.5747,                0.61597,                 1.6806,              0.0007394,              0.0007394,              0.0007394
                    193,                0.63891,                 0.3544,                0.93182,                0.90346,                0.84091,                0.91793,                0.53289,                  1.612,                0.70018,                 1.7285,              0.0007328,              0.0007328,              0.0007328
                    194,                0.61729,                0.35151,                0.90045,                0.90737,                0.88636,                0.92493,                0.54066,                 1.5979,                0.66112,                 1.7255,              0.0007262,              0.0007262,              0.0007262
                    195,                 0.5879,                0.33732,                  0.892,                0.86784,                0.89556,                0.92085,                0.54868,                 1.5526,                0.64589,                  1.693,              0.0007196,              0.0007196,              0.0007196
                    196,                0.64635,                0.35157,                0.92623,                0.87913,                0.88636,                0.91624,                 0.5191,                 1.6001,                0.61574,                 1.7273,               0.000713,               0.000713,               0.000713
                    197,                0.64426,                  0.373,                0.93386,                0.88358,                0.88636,                0.92268,                0.51725,                 1.6182,                0.63755,                 1.7154,              0.0007064,              0.0007064,              0.0007064
                    198,                0.63853,                0.34707,                0.92372,                0.90696,                0.88623,                0.92874,                0.55628,                 1.5685,                0.64133,                 1.6527,              0.0006998,              0.0006998,              0.0006998
                    199,                0.62163,                0.34814,                0.90731,                0.92856,                 0.8862,                0.93315,                 0.5528,                 1.5744,                0.64361,                 1.6673,              0.0006932,              0.0006932,              0.0006932
                    200,                0.63579,                0.33911,                 0.9213,                0.86408,                0.88636,                0.91849,                0.53909,                 1.5889,                   0.63,                 1.6706,              0.0006866,              0.0006866,              0.0006866
                    201,                0.62447,                0.34459,                0.92129,                0.82658,                0.90909,                0.90481,                0.51026,                 1.6087,                0.64385,                 1.6716,                0.00068,                0.00068,                0.00068
                    202,                0.57169,                0.33402,                0.90491,                0.80109,                0.88636,                0.90692,                0.52672,                 1.5597,                0.66687,                 1.7133,              0.0006734,              0.0006734,              0.0006734
                    203,                0.59211,                0.32346,                0.90922,                  0.836,                0.84091,                0.91203,                0.53488,                  1.551,                0.68364,                 1.6821,              0.0006668,              0.0006668,              0.0006668
                    204,                0.61863,                0.35195,                0.91618,                0.91288,                0.81818,                0.91668,                0.55831,                 1.5251,                0.65273,                 1.6395,              0.0006602,              0.0006602,              0.0006602
                    205,                0.63746,                 0.3564,                0.92688,                0.91692,                0.84091,                0.92222,                0.53811,                 1.5057,                0.63343,                 1.6152,              0.0006536,              0.0006536,              0.0006536
                    206,                0.61803,                 0.3391,                0.90832,                0.89786,                0.84091,                0.92572,                0.55358,                 1.5583,                0.64808,                 1.6615,               0.000647,               0.000647,               0.000647
                    207,                0.59056,                0.32541,                0.91193,                0.87116,                0.84091,                0.91912,                0.54041,                 1.5604,                0.63756,                 1.7036,              0.0006404,              0.0006404,              0.0006404
                    208,                0.60609,                0.33746,                0.90937,                0.86546,                0.87733,                0.91955,                0.52229,                 1.5925,                0.64822,                 1.7288,              0.0006338,              0.0006338,              0.0006338
                    209,                0.59771,                 0.3371,                0.92614,                0.89386,                0.86364,                0.91858,                0.51798,                 1.5866,                0.64845,                 1.7254,              0.0006272,              0.0006272,              0.0006272
                    210,                 0.6183,                0.34156,                0.90873,                0.92293,                0.81658,                0.91768,                0.52125,                   1.59,                0.63846,                 1.6727,              0.0006206,              0.0006206,              0.0006206
                    211,                0.57824,                 0.3217,                0.90389,                0.90454,                0.86145,                0.91296,                 0.5319,                 1.5991,                0.63219,                 1.6928,               0.000614,               0.000614,               0.000614
                    212,                0.57501,                0.33049,                0.89761,                 0.9283,                0.88287,                0.91906,                0.54871,                 1.5813,                0.63634,                 1.6859,              0.0006074,              0.0006074,              0.0006074
                    213,                0.60718,                 0.3426,                0.92915,                0.88591,                0.88636,                0.91493,                0.53953,                 1.5874,                0.64211,                 1.6677,              0.0006008,              0.0006008,              0.0006008
                    214,                0.60329,                0.34806,                0.90983,                0.88318,                0.88636,                0.91205,                0.53981,                 1.5616,                0.61349,                 1.6893,              0.0005942,              0.0005942,              0.0005942
                    215,                0.59941,                 0.3307,                 0.9291,                 0.9067,                0.88348,                0.91559,                0.53947,                 1.5761,                 0.6214,                 1.6874,              0.0005876,              0.0005876,              0.0005876
                    216,                0.62693,                0.33651,                0.92525,                0.91352,                0.86364,                0.91217,                0.54705,                   1.58,                0.63483,                 1.7168,               0.000581,               0.000581,               0.000581
                    217,                0.56895,                 0.3275,                0.89663,                 0.8639,                0.86364,                0.90597,                0.52233,                 1.5703,                0.64921,                 1.7207,              0.0005744,              0.0005744,              0.0005744
                    218,                0.56837,                0.32369,                0.89093,                 0.7959,                0.93182,                0.91071,                0.52318,                 1.5292,                0.63757,                   1.66,              0.0005678,              0.0005678,              0.0005678
                    219,                0.57851,                0.33736,                0.90753,                0.90067,                0.86364,                0.93756,                 0.5355,                 1.5313,                0.63218,                 1.6581,              0.0005612,              0.0005612,              0.0005612
                    220,                0.57029,                0.32698,                0.89132,                0.92246,                0.84091,                0.91967,                 0.5395,                 1.5466,                0.64068,                 1.7037,              0.0005546,              0.0005546,              0.0005546
                    221,                0.57346,                0.31324,                0.90046,                0.84771,                0.88636,                0.91626,                 0.5428,                 1.5328,                0.63513,                 1.6926,               0.000548,               0.000548,               0.000548
                    222,                0.57102,                0.31704,                0.91316,                0.83115,                0.90909,                0.91379,                0.54262,                 1.5761,                0.61924,                 1.7038,              0.0005414,              0.0005414,              0.0005414
                    223,                0.56539,                0.31359,                0.90666,                0.88336,                0.86063,                0.93338,                 0.5516,                 1.6079,                0.62419,                  1.738,              0.0005348,              0.0005348,              0.0005348
                    224,                 0.5731,                0.32501,                0.90448,                 0.8643,                0.86858,                0.90956,                0.54775,                 1.6354,                0.64081,                 1.7528,              0.0005282,              0.0005282,              0.0005282
                    225,                 0.5612,                0.31172,                0.90571,                0.88621,                0.84091,                0.90778,                0.55314,                 1.6123,                0.64194,                 1.7058,              0.0005216,              0.0005216,              0.0005216
                    226,                 0.5598,                 0.3315,                0.90096,                0.90585,                0.87479,                0.91678,                0.54683,                 1.5749,                0.60665,                 1.6846,               0.000515,               0.000515,               0.000515
                    227,                0.56798,                0.32147,                0.90831,                0.90245,                0.88636,                0.91845,                0.54766,                 1.6051,                0.60442,                 1.7367,              0.0005084,              0.0005084,              0.0005084
                    228,                0.55253,                0.30206,                0.90369,                0.91138,                0.86364,                0.93098,                  0.547,                 1.5699,                0.65091,                 1.7217,              0.0005018,              0.0005018,              0.0005018
                    229,                 0.5589,                0.32132,                0.89422,                0.92811,                 0.8803,                0.94629,                0.55436,                  1.571,                0.66119,                 1.7318,              0.0004952,              0.0004952,              0.0004952
                    230,                0.56614,                0.31789,                0.89326,                0.83154,                0.90909,                0.91395,                0.54922,                 1.5692,                0.64651,                 1.7306,              0.0004886,              0.0004886,              0.0004886
                    231,                0.57298,                0.32587,                0.90256,                0.90802,                0.86364,                0.92296,                0.54948,                 1.5696,                0.62946,                 1.7133,               0.000482,               0.000482,               0.000482
                    232,                0.54944,                 0.3032,                0.88922,                0.93497,                0.88636,                0.95917,                0.56396,                 1.5454,                0.61664,                 1.7273,              0.0004754,              0.0004754,              0.0004754
                    233,                0.56648,                0.31847,                0.91236,                  0.906,                0.87635,                0.93276,                0.55727,                 1.5365,                0.64569,                 1.7122,              0.0004688,              0.0004688,              0.0004688
                    234,                0.56948,                0.31459,                 0.9025,                0.90631,                0.87953,                0.92106,                0.56712,                 1.5417,                0.65576,                 1.7327,              0.0004622,              0.0004622,              0.0004622
                    235,                0.56862,                 0.3218,                0.91215,                0.92713,                0.86756,                0.92194,                0.55712,                 1.5621,                0.64189,                 1.7422,              0.0004556,              0.0004556,              0.0004556
                    236,                0.59043,                0.33262,                0.90729,                0.89247,                0.88636,                0.91969,                0.53882,                 1.5983,                0.62566,                 1.7397,               0.000449,               0.000449,               0.000449
                    237,                0.54473,                0.30875,                0.89519,                0.88559,                0.87968,                0.91609,                0.54731,                 1.5886,                0.63407,                 1.7263,              0.0004424,              0.0004424,              0.0004424
                    238,                0.57229,                0.31326,                0.90463,                0.88238,                0.88636,                0.93349,                0.54728,                 1.5736,                 0.6167,                 1.7145,              0.0004358,              0.0004358,              0.0004358
                    239,                0.54001,                0.30398,                0.89437,                0.89986,                0.88636,                0.93528,                0.55142,                 1.5768,                0.61741,                 1.7302,              0.0004292,              0.0004292,              0.0004292
                    240,                 0.5685,                0.31481,                 0.9021,                0.90322,                0.84853,                0.93448,                0.55384,                 1.5903,                0.62023,                 1.7682,              0.0004226,              0.0004226,              0.0004226
                    241,                0.52387,                0.29874,                0.88363,                0.89574,                0.86364,                0.93324,                0.55093,                  1.603,                0.65785,                 1.7613,               0.000416,               0.000416,               0.000416
                    242,                0.53931,                0.29823,                0.89327,                0.90878,                0.86364,                0.93524,                0.56402,                 1.5674,                0.62317,                 1.7178,              0.0004094,              0.0004094,              0.0004094
                    243,                0.54495,                 0.3106,                0.89251,                0.88895,                0.86364,                0.92204,                0.56353,                 1.5816,                0.63692,                 1.7156,              0.0004028,              0.0004028,              0.0004028
                    244,                0.54285,                0.30783,                0.89304,                0.88602,                0.88337,                0.91975,                0.56306,                 1.5548,                0.61633,                 1.7302,              0.0003962,              0.0003962,              0.0003962
                    245,                0.54927,                 0.3045,                0.91463,                0.84981,                0.88636,                0.91133,                0.55612,                  1.563,                0.63806,                 1.7453,              0.0003896,              0.0003896,              0.0003896
                    246,                0.52685,                0.29979,                0.88278,                 0.8649,                0.86364,                0.92667,                0.56497,                 1.5309,                0.61714,                 1.7328,               0.000383,               0.000383,               0.000383
                    247,                0.57671,                0.31518,                0.92101,                0.89344,                0.88636,                0.93234,                0.56514,                  1.538,                0.61134,                 1.7475,              0.0003764,              0.0003764,              0.0003764
                    248,                0.54586,                 0.3004,                0.91222,                0.91583,                0.90909,                0.94582,                0.57202,                 1.5234,                0.59018,                 1.7368,              0.0003698,              0.0003698,              0.0003698
                    249,                0.51518,                0.28811,                0.88072,                0.88828,                0.90909,                0.94658,                0.55915,                 1.5331,                0.60592,                 1.7357,              0.0003632,              0.0003632,              0.0003632
                    250,                 0.5471,                 0.3094,                0.88824,                0.90451,                0.88636,                0.92431,                 0.5651,                 1.5524,                0.61207,                 1.7227,              0.0003566,              0.0003566,              0.0003566
                    251,                0.51441,                0.30041,                0.88122,                0.88446,                0.86997,                0.92461,                0.55463,                 1.5545,                0.59493,                 1.7342,                0.00035,                0.00035,                0.00035
                    252,                0.54074,                0.29272,                0.89081,                0.88507,                0.88636,                0.92629,                0.56098,                 1.5564,                0.63355,                 1.7212,              0.0003434,              0.0003434,              0.0003434
                    253,                0.52704,                0.29276,                0.87687,                0.86092,                0.88636,                0.91988,                0.56169,                 1.5541,                0.62384,                 1.7183,              0.0003368,              0.0003368,              0.0003368
                    254,                0.53423,                0.30344,                0.90165,                0.92456,                0.83576,                0.90628,                0.54374,                 1.5682,                 0.6096,                 1.7098,              0.0003302,              0.0003302,              0.0003302
                    255,                0.54798,                 0.3008,                0.90413,                0.90371,                0.85332,                0.92038,                0.55222,                 1.5306,                0.60212,                 1.7148,              0.0003236,              0.0003236,              0.0003236
                    256,                0.53673,                0.30251,                0.87745,                0.89646,                0.88636,                0.93232,                0.55985,                  1.516,                0.60532,                  1.711,               0.000317,               0.000317,               0.000317
                    257,                0.51976,                0.29419,                 0.8896,                0.88263,                0.86364,                0.93229,                0.56131,                 1.5124,                0.59322,                 1.6875,              0.0003104,              0.0003104,              0.0003104
                    258,                0.53878,                0.30026,                0.90172,                0.84933,                0.89695,                0.93696,                0.56168,                 1.5182,                0.62199,                 1.6624,              0.0003038,              0.0003038,              0.0003038
                    259,                0.54039,                0.31155,                0.91074,                0.87797,                0.88636,                0.91944,                 0.5557,                 1.5293,                0.63778,                  1.687,              0.0002972,              0.0002972,              0.0002972
                    260,                0.52738,                0.29838,                  0.918,                0.87552,                0.88636,                 0.9143,                0.54337,                 1.5216,                0.62552,                 1.6958,              0.0002906,              0.0002906,              0.0002906
                    261,                0.52565,                0.29622,                0.88727,                 0.8851,                0.87552,                0.91395,                0.55311,                 1.5079,                0.62323,                 1.6852,               0.000284,               0.000284,               0.000284
                    262,                0.52165,                0.27958,                0.89741,                 0.9158,                0.86364,                0.92809,                0.54353,                 1.4908,                0.60826,                 1.6732,              0.0002774,              0.0002774,              0.0002774
                    263,                0.51406,                0.29913,                0.90554,                0.88867,                0.86364,                0.91108,                 0.5387,                 1.5165,                  0.625,                 1.6959,              0.0002708,              0.0002708,              0.0002708
                    264,                0.48738,                0.28657,                0.86904,                0.89903,                0.86364,                 0.9122,                0.54584,                 1.5214,                0.63162,                 1.7165,              0.0002642,              0.0002642,              0.0002642
                    265,                0.51735,                0.29109,                0.88445,                0.89576,                0.86364,                0.92414,                0.55006,                 1.5055,                0.62448,                 1.6875,              0.0002576,              0.0002576,              0.0002576
                    266,                0.50844,                0.28948,                0.89362,                0.89442,                0.86364,                0.92798,                0.55246,                 1.5209,                0.61332,                 1.7018,               0.000251,               0.000251,               0.000251
                    267,                0.48756,                0.27947,                0.88018,                0.91196,                0.86364,                0.92971,                0.55306,                 1.5397,                0.60525,                  1.735,              0.0002444,              0.0002444,              0.0002444
                    268,                 0.5383,                0.30119,                0.90352,                0.89226,                0.86364,                0.91481,                0.54589,                 1.5748,                0.61031,                 1.7638,              0.0002378,              0.0002378,              0.0002378
                    269,                0.54796,                0.29537,                0.89639,                0.87551,                0.88636,                0.91389,                0.55137,                 1.5333,                0.58528,                 1.7237,              0.0002312,              0.0002312,              0.0002312
                    270,                0.49693,                0.28807,                0.87944,                0.87286,                0.88636,                0.91202,                0.55195,                 1.5144,                0.60075,                 1.6987,              0.0002246,              0.0002246,              0.0002246
                    271,                0.51211,                0.28992,                0.88898,                0.87662,                0.88636,                0.91617,                0.55438,                 1.5209,                0.61642,                 1.7074,               0.000218,               0.000218,               0.000218
                    272,                0.51198,                0.28749,                0.88575,                0.87707,                0.88636,                0.91609,                0.55637,                 1.5197,                0.60855,                 1.7231,              0.0002114,              0.0002114,              0.0002114
